Report Date,Age Group,Fatality Count,Percent
10/20/2020,30 to 39,336,1.3
10/20/2020,40 to 49,879,3.4
10/20/2020,50 to 59,2436,9.5
10/20/2020,60 to 69,4978,19.4
10/20/2020,70 to 79,6663,26
10/20/2020,80 to 89,6623,25.8
10/20/2020,90 and Over,3640,14.2
10/20/2020,Unknown,9,0
10/20/2020,Statewide Total,25679,100
10/19/2020,0 to 9,6,0
10/19/2020,10 to 19,11,0
10/19/2020,20 to 29,98,0.4
10/19/2020,30 to 39,336,1.3
10/19/2020,40 to 49,879,3.4
10/19/2020,50 to 59,2436,9.5
10/19/2020,60 to 69,4977,19.4
10/19/2020,70 to 79,6661,26
10/19/2020,80 to 89,6621,25.8
10/19/2020,90 and Over,3638,14.2
10/19/2020,Unknown,9,0
10/19/2020,Statewide Total,25672,100
10/18/2020,0 to 9,6,0
10/18/2020,10 to 19,11,0
10/18/2020,20 to 29,98,0.4
10/18/2020,30 to 39,336,1.3
10/18/2020,40 to 49,877,3.4
10/18/2020,50 to 59,2435,9.5
10/18/2020,60 to 69,4976,19.4
10/18/2020,70 to 79,6657,26
10/18/2020,80 to 89,6617,25.8
10/18/2020,90 and Over,3637,14.2
10/18/2020,Unknown,9,0
10/18/2020,Statewide Total,25659,100
10/17/2020,0 to 9,6,0
10/17/2020,10 to 19,11,0
10/17/2020,20 to 29,98,0.4
10/17/2020,30 to 39,336,1.3
10/17/2020,40 to 49,877,3.4
10/17/2020,50 to 59,2432,9.5
10/17/2020,60 to 69,4974,19.4
10/17/2020,70 to 79,6654,26
10/17/2020,80 to 89,6613,25.8
10/17/2020,90 and Over,3634,14.2
10/17/2020,Unknown,9,0
10/17/2020,Statewide Total,25644,100
10/16/2020,0 to 9,6,0
10/16/2020,10 to 19,11,0
10/16/2020,20 to 29,98,0.4
10/16/2020,30 to 39,336,1.3
10/16/2020,40 to 49,877,3.4
10/16/2020,50 to 59,2432,9.5
10/16/2020,60 to 69,4973,19.4
10/16/2020,70 to 79,6652,26
10/16/2020,80 to 89,6610,25.8
10/16/2020,90 and Over,3633,14.2
10/16/2020,Unknown,9,0
10/16/2020,Statewide Total,25637,100
10/15/2020,0 to 9,6,0
10/15/2020,10 to 19,11,0
10/15/2020,20 to 29,98,0.4
10/15/2020,30 to 39,336,1.3
10/15/2020,40 to 49,877,3.4
10/15/2020,50 to 59,2432,9.5
10/15/2020,60 to 69,4971,19.4
10/15/2020,70 to 79,6648,26
10/15/2020,80 to 89,6608,25.8
10/15/2020,90 and Over,3632,14.2
10/15/2020,Unknown,9,0
10/15/2020,Statewide Total,25628,100
10/14/2020,0 to 9,6,0
10/14/2020,10 to 19,11,0
10/14/2020,20 to 29,98,0.4
10/14/2020,30 to 39,336,1.3
10/14/2020,40 to 49,877,3.4
10/14/2020,50 to 59,2432,9.5
10/14/2020,60 to 69,4970,19.4
10/14/2020,70 to 79,6646,26
10/14/2020,80 to 89,6604,25.8
10/14/2020,90 and Over,3629,14.2
10/14/2020,Unknown,9,0
10/14/2020,Statewide Total,25618,100
10/13/2020,0 to 9,6,0
10/13/2020,10 to 19,11,0
10/13/2020,20 to 29,98,0.4
10/13/2020,30 to 39,336,1.3
10/13/2020,40 to 49,876,3.4
10/13/2020,50 to 59,2432,9.5
10/13/2020,60 to 69,4968,19.4
10/13/2020,70 to 79,6642,26
10/13/2020,80 to 89,6599,25.8
10/13/2020,90 and Over,3628,14.2
10/13/2020,Unknown,9,0
10/13/2020,Statewide Total,25605,100
10/12/2020,0 to 9,6,0
10/12/2020,10 to 19,11,0
10/12/2020,20 to 29,98,0.4
10/12/2020,30 to 39,336,1.3
10/12/2020,40 to 49,875,3.4
10/12/2020,50 to 59,2431,9.5
10/12/2020,60 to 69,4968,19.4
10/12/2020,70 to 79,6640,26
10/12/2020,80 to 89,6598,25.8
10/12/2020,90 and Over,3626,14.2
10/12/2020,Unknown,9,0
10/12/2020,Statewide Total,25598,100
10/11/2020,0 to 9,6,0
10/11/2020,10 to 19,11,0
10/11/2020,20 to 29,97,0.4
10/11/2020,30 to 39,336,1.3
10/11/2020,40 to 49,875,3.4
10/11/2020,50 to 59,2430,9.5
10/11/2020,60 to 69,4968,19.4
10/11/2020,70 to 79,6637,26
10/11/2020,80 to 89,6595,25.8
10/11/2020,90 and Over,3623,14.2
10/11/2020,Unknown,9,0
10/11/2020,Statewide Total,25587,100
10/10/2020,0 to 9,6,0
10/10/2020,10 to 19,11,0
10/10/2020,20 to 29,97,0.4
10/10/2020,30 to 39,336,1.3
10/10/2020,40 to 49,875,3.4
10/10/2020,50 to 59,2430,9.5
10/10/2020,60 to 69,4967,19.4
10/10/2020,70 to 79,6633,26
10/10/2020,80 to 89,6589,25.8
10/10/2020,90 and Over,3621,14.2
10/10/2020,Unknown,9,0
10/10/2020,Statewide Total,25574,100
10/09/2020,0 to 9,6,0
10/09/2020,10 to 19,11,0
10/09/2020,20 to 29,97,0.4
10/09/2020,30 to 39,336,1.3
10/09/2020,40 to 49,875,3.4
10/09/2020,50 to 59,2430,9.5
10/09/2020,60 to 69,4966,19.4
10/09/2020,70 to 79,6632,26
10/09/2020,80 to 89,6587,25.8
10/09/2020,90 and Over,3620,14.2
10/09/2020,Unknown,9,0
10/09/2020,Statewide Total,25569,100
10/08/2020,0 to 9,6,0
10/08/2020,10 to 19,11,0
10/08/2020,20 to 29,97,0.4
10/08/2020,30 to 39,336,1.3
10/08/2020,40 to 49,874,3.4
10/08/2020,50 to 59,2430,9.5
10/08/2020,60 to 69,4964,19.4
10/08/2020,70 to 79,6629,26
10/08/2020,80 to 89,6586,25.8
10/08/2020,90 and Over,3619,14.2
10/08/2020,Unknown,9,0
10/08/2020,Statewide Total,25561,100
10/07/2020,0 to 9,6,0
10/07/2020,10 to 19,11,0
10/07/2020,20 to 29,97,0.4
10/07/2020,30 to 39,336,1.3
10/07/2020,40 to 49,873,3.4
10/07/2020,50 to 59,2430,9.5
10/07/2020,60 to 69,4963,19.4
10/07/2020,70 to 79,6627,26
10/07/2020,80 to 89,6585,25.8
10/07/2020,90 and Over,3618,14.2
10/07/2020,Unknown,9,0
10/07/2020,Statewide Total,25555,100
10/06/2020,0 to 9,6,0
10/06/2020,10 to 19,11,0
10/06/2020,20 to 29,97,0.4
10/06/2020,30 to 39,336,1.3
10/06/2020,40 to 49,873,3.4
10/06/2020,50 to 59,2430,9.5
10/06/2020,60 to 69,4961,19.4
10/06/2020,70 to 79,6622,26
10/06/2020,80 to 89,6583,25.8
10/06/2020,90 and Over,3617,14.2
10/06/2020,Unknown,9,0
10/06/2020,Statewide Total,25545,100
10/05/2020,0 to 9,6,0
10/05/2020,10 to 19,11,0
10/05/2020,20 to 29,97,0.4
10/05/2020,30 to 39,336,1.3
10/05/2020,40 to 49,873,3.4
10/05/2020,50 to 59,2430,9.5
10/05/2020,60 to 69,4958,19.4
10/05/2020,70 to 79,6618,26
10/05/2020,80 to 89,6583,25.8
10/05/2020,90 and Over,3615,14.2
10/05/2020,Unknown,9,0
10/05/2020,Statewide Total,25536,100
10/04/2020,0 to 9,6,0
10/04/2020,10 to 19,11,0
10/04/2020,20 to 29,97,0.4
10/04/2020,30 to 39,336,1.3
10/04/2020,40 to 49,873,3.4
10/04/2020,50 to 59,2429,9.5
10/04/2020,60 to 69,4955,19.4
10/04/2020,70 to 79,6615,26
10/04/2020,80 to 89,6581,25.8
10/04/2020,90 and Over,3615,14.2
10/04/2020,Unknown,9,0
10/04/2020,Statewide Total,25527,100
10/03/2020,0 to 9,6,0
10/03/2020,10 to 19,11,0
10/03/2020,20 to 29,97,0.4
10/03/2020,30 to 39,336,1.3
10/03/2020,40 to 49,873,3.4
10/03/2020,50 to 59,2428,9.5
10/03/2020,60 to 69,4954,19.4
10/03/2020,70 to 79,6613,26
10/03/2020,80 to 89,6578,25.8
10/03/2020,90 and Over,3614,14.2
10/03/2020,Unknown,9,0
10/03/2020,Statewide Total,25519,100
10/02/2020,0 to 9,6,0
10/02/2020,10 to 19,11,0
10/02/2020,20 to 29,97,0.4
10/02/2020,30 to 39,336,1.3
10/02/2020,40 to 49,873,3.4
10/02/2020,50 to 59,2428,9.5
10/02/2020,60 to 69,4953,19.4
10/02/2020,70 to 79,6611,26
10/02/2020,80 to 89,6573,25.8
10/02/2020,90 and Over,3608,14.2
10/02/2020,Unknown,9,0
10/02/2020,Statewide Total,25505,100
10/01/2020,0 to 9,6,0
10/01/2020,10 to 19,11,0
10/01/2020,20 to 29,97,0.4
10/01/2020,30 to 39,336,1.3
10/01/2020,40 to 49,871,3.4
10/01/2020,50 to 59,2428,9.5
10/01/2020,60 to 69,4950,19.4
10/01/2020,70 to 79,6609,26
10/01/2020,80 to 89,6572,25.8
10/01/2020,90 and Over,3608,14.2
10/01/2020,Unknown,9,0
10/01/2020,Statewide Total,25497,100
09/30/2020,0 to 9,6,0
09/30/2020,10 to 19,11,0
09/30/2020,20 to 29,97,0.4
09/30/2020,30 to 39,336,1.3
09/30/2020,40 to 49,871,3.4
09/30/2020,50 to 59,2428,9.5
09/30/2020,60 to 69,4948,19.4
09/30/2020,70 to 79,6605,26
09/30/2020,80 to 89,6571,25.8
09/30/2020,90 and Over,3608,14.2
09/30/2020,Unknown,9,0
09/30/2020,Statewide Total,25490,100
09/29/2020,0 to 9,6,0
09/29/2020,10 to 19,11,0
09/29/2020,20 to 29,96,0.4
09/29/2020,30 to 39,336,1.3
09/29/2020,40 to 49,870,3.4
09/29/2020,50 to 59,2428,9.5
09/29/2020,60 to 69,4946,19.4
09/29/2020,70 to 79,6602,26
09/29/2020,80 to 89,6569,25.8
09/29/2020,90 and Over,3606,14.2
09/29/2020,Unknown,9,0
09/29/2020,Statewide Total,25479,100
09/28/2020,0 to 9,6,0
09/28/2020,10 to 19,11,0
09/28/2020,20 to 29,96,0.4
09/28/2020,30 to 39,336,1.3
09/28/2020,40 to 49,870,3.4
09/28/2020,50 to 59,2427,9.5
09/28/2020,60 to 69,4944,19.4
09/28/2020,70 to 79,6599,26
09/28/2020,80 to 89,6567,25.8
09/28/2020,90 and Over,3605,14.2
09/28/2020,Unknown,9,0
09/28/2020,Statewide Total,25470,100
09/27/2020,0 to 9,6,0
09/27/2020,10 to 19,11,0
09/27/2020,20 to 29,96,0.4
09/27/2020,30 to 39,336,1.3
09/27/2020,40 to 49,870,3.4
09/27/2020,50 to 59,2427,9.5
09/27/2020,60 to 69,4943,19.4
09/27/2020,70 to 79,6599,26
09/27/2020,80 to 89,6566,25.8
09/27/2020,90 and Over,3605,14.2
09/27/2020,Unknown,9,0
09/27/2020,Statewide Total,25468,100
09/26/2020,0 to 9,6,0
09/26/2020,10 to 19,11,0
09/26/2020,20 to 29,96,0.4
09/26/2020,30 to 39,335,1.3
09/26/2020,40 to 49,870,3.4
09/26/2020,50 to 59,2427,9.5
09/26/2020,60 to 69,4940,19.4
09/26/2020,70 to 79,6595,26
09/26/2020,80 to 89,6563,25.8
09/26/2020,90 and Over,3604,14.2
09/26/2020,Unknown,9,0
09/26/2020,Statewide Total,25456,100
09/25/2020,0 to 9,6,0
09/25/2020,10 to 19,11,0
09/25/2020,20 to 29,96,0.4
09/25/2020,30 to 39,335,1.3
09/25/2020,40 to 49,870,3.4
09/25/2020,50 to 59,2426,9.5
09/25/2020,60 to 69,4939,19.4
09/25/2020,70 to 79,6594,26
09/25/2020,80 to 89,6561,25.8
09/25/2020,90 and Over,3603,14.2
09/25/2020,Unknown,9,0
09/25/2020,Statewide Total,25450,100
09/24/2020,0 to 9,5,0
09/24/2020,10 to 19,11,0
09/24/2020,20 to 29,96,0.4
09/24/2020,30 to 39,335,1.3
09/24/2020,40 to 49,870,3.4
09/24/2020,50 to 59,2426,9.5
09/24/2020,60 to 69,4938,19.4
09/24/2020,70 to 79,6594,26
09/24/2020,80 to 89,6560,25.8
09/24/2020,90 and Over,3602,14.2
09/24/2020,Unknown,9,0
09/24/2020,Statewide Total,25446,100
09/23/2020,0 to 9,5,0
09/23/2020,10 to 19,11,0
09/23/2020,20 to 29,96,0.4
09/23/2020,30 to 39,335,1.3
09/23/2020,40 to 49,870,3.4
09/23/2020,50 to 59,2426,9.5
09/23/2020,60 to 69,4938,19.4
09/23/2020,70 to 79,6591,26
09/23/2020,80 to 89,6557,25.8
09/23/2020,90 and Over,3601,14.2
09/23/2020,Unknown,9,0
09/23/2020,Statewide Total,25439,100
09/22/2020,0 to 9,5,0
09/22/2020,10 to 19,11,0
09/22/2020,20 to 29,96,0.4
09/22/2020,30 to 39,335,1.3
09/22/2020,40 to 49,870,3.4
09/22/2020,50 to 59,2426,9.5
09/22/2020,60 to 69,4938,19.4
09/22/2020,70 to 79,6591,26
09/22/2020,80 to 89,6556,25.8
09/22/2020,90 and Over,3600,14.2
09/22/2020,Unknown,9,0
09/22/2020,Statewide Total,25437,100
09/21/2020,0 to 9,5,0
09/21/2020,10 to 19,11,0
09/21/2020,20 to 29,96,0.4
09/21/2020,30 to 39,335,1.3
09/21/2020,40 to 49,870,3.4
09/21/2020,50 to 59,2426,9.5
09/21/2020,60 to 69,4938,19.4
09/21/2020,70 to 79,6589,26
09/21/2020,80 to 89,6554,25.8
09/21/2020,90 and Over,3599,14.2
09/21/2020,Unknown,9,0
09/21/2020,Statewide Total,25432,100
09/20/2020,0 to 9,5,0
09/20/2020,10 to 19,11,0
09/20/2020,20 to 29,96,0.4
09/20/2020,30 to 39,335,1.3
09/20/2020,40 to 49,870,3.4
09/20/2020,50 to 59,2426,9.5
09/20/2020,60 to 69,4937,19.4
09/20/2020,70 to 79,6589,26
09/20/2020,80 to 89,6554,25.9
09/20/2020,90 and Over,3596,14.1
09/20/2020,Unknown,9,0
09/20/2020,Statewide Total,25428,100
09/19/2020,0 to 9,5,0
09/19/2020,10 to 19,11,0
09/19/2020,20 to 29,96,0.4
09/19/2020,30 to 39,335,1.3
09/19/2020,40 to 49,870,3.4
09/19/2020,50 to 59,2426,9.5
09/19/2020,60 to 69,4937,19.4
09/19/2020,70 to 79,6589,26
09/19/2020,80 to 89,6553,25.9
09/19/2020,90 and Over,3596,14.1
09/19/2020,Unknown,9,0
09/19/2020,Statewide Total,25427,100
09/18/2020,0 to 9,5,0
09/18/2020,10 to 19,11,0
09/18/2020,20 to 29,96,0.4
09/18/2020,30 to 39,335,1.3
09/18/2020,40 to 49,870,3.4
09/18/2020,50 to 59,2426,9.5
09/18/2020,60 to 69,4937,19.4
09/18/2020,70 to 79,6588,26
09/18/2020,80 to 89,6552,25.9
09/18/2020,90 and Over,3596,14.1
09/18/2020,Unknown,9,0
09/18/2020,Statewide Total,25425,100
09/17/2020,0 to 9,5,0
09/17/2020,10 to 19,11,0
09/17/2020,20 to 29,96,0.4
09/17/2020,30 to 39,335,1.3
09/17/2020,40 to 49,870,3.4
09/17/2020,50 to 59,2426,9.5
09/17/2020,60 to 69,4937,19.4
09/17/2020,70 to 79,6587,26
09/17/2020,80 to 89,6551,25.9
09/17/2020,90 and Over,3596,14.1
09/17/2020,Unknown,9,0
09/17/2020,Statewide Total,25423,100
09/16/2020,0 to 9,5,0
09/16/2020,10 to 19,11,0
09/16/2020,20 to 29,96,0.4
09/16/2020,30 to 39,335,1.3
09/16/2020,40 to 49,870,3.4
09/16/2020,50 to 59,2425,9.5
09/16/2020,60 to 69,4935,19.4
09/16/2020,70 to 79,6583,26
09/16/2020,80 to 89,6549,25.8
09/16/2020,90 and Over,3595,14.2
09/16/2020,Unknown,9,0
09/16/2020,Statewide Total,25413,100
09/15/2020,0 to 9,5,0
09/15/2020,10 to 19,11,0
09/15/2020,20 to 29,96,0.4
09/15/2020,30 to 39,335,1.3
09/15/2020,40 to 49,870,3.4
09/15/2020,50 to 59,2424,9.5
09/15/2020,60 to 69,4935,19.4
09/15/2020,70 to 79,6582,26
09/15/2020,80 to 89,6548,25.8
09/15/2020,90 and Over,3595,14.2
09/15/2020,Unknown,9,0
09/15/2020,Statewide Total,25410,100
09/14/2020,0 to 9,5,0
09/14/2020,10 to 19,11,0
09/14/2020,20 to 29,96,0.4
09/14/2020,30 to 39,335,1.3
09/14/2020,40 to 49,870,3.4
09/14/2020,50 to 59,2424,9.5
09/14/2020,60 to 69,4933,19.4
09/14/2020,70 to 79,6582,26
09/14/2020,80 to 89,6545,25.8
09/14/2020,90 and Over,3595,14.2
09/14/2020,Unknown,9,0
09/14/2020,Statewide Total,25405,100
09/13/2020,0 to 9,5,0
09/13/2020,10 to 19,11,0
09/13/2020,20 to 29,96,0.4
09/13/2020,30 to 39,335,1.3
09/13/2020,40 to 49,870,3.4
09/13/2020,50 to 59,2423,9.5
09/13/2020,60 to 69,4931,19.4
09/13/2020,70 to 79,6580,26
09/13/2020,80 to 89,6541,25.8
09/13/2020,90 and Over,3593,14.2
09/13/2020,Unknown,9,0
09/13/2020,Statewide Total,25394,100
09/12/2020,0 to 9,5,0
09/12/2020,10 to 19,11,0
09/12/2020,20 to 29,96,0.4
09/12/2020,30 to 39,335,1.3
09/12/2020,40 to 49,870,3.4
09/12/2020,50 to 59,2422,9.5
09/12/2020,60 to 69,4930,19.4
09/12/2020,70 to 79,6580,26
09/12/2020,80 to 89,6540,25.8
09/12/2020,90 and Over,3592,14.2
09/12/2020,Unknown,9,0
09/12/2020,Statewide Total,25390,100
09/11/2020,0 to 9,5,0
09/11/2020,10 to 19,11,0
09/11/2020,20 to 29,96,0.4
09/11/2020,30 to 39,335,1.3
09/11/2020,40 to 49,870,3.4
09/11/2020,50 to 59,2420,9.5
09/11/2020,60 to 69,4929,19.4
09/11/2020,70 to 79,6578,26
09/11/2020,80 to 89,6540,25.8
09/11/2020,90 and Over,3591,14.2
09/11/2020,Unknown,9,0
09/11/2020,Statewide Total,25384,100
09/10/2020,0 to 9,5,0
09/10/2020,10 to 19,11,0
09/10/2020,20 to 29,96,0.4
09/10/2020,30 to 39,335,1.3
09/10/2020,40 to 49,870,3.4
09/10/2020,50 to 59,2419,9.5
09/10/2020,60 to 69,4929,19.4
09/10/2020,70 to 79,6577,26
09/10/2020,80 to 89,6540,25.8
09/10/2020,90 and Over,3591,14.2
09/10/2020,Unknown,9,0
09/10/2020,Statewide Total,25382,100
09/09/2020,0 to 9,5,0
09/09/2020,10 to 19,11,0
09/09/2020,20 to 29,96,0.4
09/09/2020,30 to 39,335,1.3
09/09/2020,40 to 49,870,3.4
09/09/2020,50 to 59,2418,9.5
09/09/2020,60 to 69,4928,19.4
09/09/2020,70 to 79,6576,26
09/09/2020,80 to 89,6539,25.8
09/09/2020,90 and Over,3590,14.2
09/09/2020,Unknown,9,0
09/09/2020,Statewide Total,25377,100
09/08/2020,0 to 9,5,0
09/08/2020,10 to 19,11,0
09/08/2020,20 to 29,96,0.4
09/08/2020,30 to 39,335,1.3
09/08/2020,40 to 49,870,3.4
09/08/2020,50 to 59,2418,9.5
09/08/2020,60 to 69,4928,19.4
09/08/2020,70 to 79,6575,26
09/08/2020,80 to 89,6535,25.9
09/08/2020,90 and Over,3588,14.1
09/08/2020,Unknown,9,0
09/08/2020,Statewide Total,25370,100
09/07/2020,0 to 9,5,0
09/07/2020,10 to 19,11,0
09/07/2020,20 to 29,96,0.4
09/07/2020,30 to 39,335,1.3
09/07/2020,40 to 49,870,3.4
09/07/2020,50 to 59,2418,9.5
09/07/2020,60 to 69,4928,19.4
09/07/2020,70 to 79,6573,26
09/07/2020,80 to 89,6535,25.9
09/07/2020,90 and Over,3587,14.1
09/07/2020,Unknown,9,0
09/07/2020,Statewide Total,25367,100
09/06/2020,0 to 9,5,0
09/06/2020,10 to 19,11,0
09/06/2020,20 to 29,96,0.4
09/06/2020,30 to 39,335,1.3
09/06/2020,40 to 49,870,3.4
09/06/2020,50 to 59,2418,9.5
09/06/2020,60 to 69,4927,19.4
09/06/2020,70 to 79,6571,26
09/06/2020,80 to 89,6534,25.9
09/06/2020,90 and Over,3585,14.1
09/06/2020,Unknown,9,0
09/06/2020,Statewide Total,25361,100
09/05/2020,0 to 9,5,0
09/05/2020,10 to 19,11,0
09/05/2020,20 to 29,96,0.4
09/05/2020,30 to 39,335,1.3
09/05/2020,40 to 49,870,3.4
09/05/2020,50 to 59,2417,9.5
09/05/2020,60 to 69,4927,19.4
09/05/2020,70 to 79,6571,26
09/05/2020,80 to 89,6533,25.9
09/05/2020,90 and Over,3585,14.1
09/05/2020,Unknown,9,0
09/05/2020,Statewide Total,25359,100
09/04/2020,0 to 9,5,0
09/04/2020,10 to 19,11,0
09/04/2020,20 to 29,96,0.4
09/04/2020,30 to 39,335,1.3
09/04/2020,40 to 49,870,3.4
09/04/2020,50 to 59,2417,9.5
09/04/2020,60 to 69,4925,19.4
09/04/2020,70 to 79,6570,26
09/04/2020,80 to 89,6527,25.9
09/04/2020,90 and Over,3585,14.1
09/04/2020,Unknown,9,0
09/04/2020,Statewide Total,25350,100
09/03/2020,0 to 9,5,0
09/03/2020,10 to 19,11,0
09/03/2020,20 to 29,96,0.4
09/03/2020,30 to 39,335,1.3
09/03/2020,40 to 49,870,3.4
09/03/2020,50 to 59,2417,9.5
09/03/2020,60 to 69,4925,19.4
09/03/2020,70 to 79,6569,26
09/03/2020,80 to 89,6526,25.9
09/03/2020,90 and Over,3585,14.1
09/03/2020,Unknown,9,0
09/03/2020,Statewide Total,25348,100
09/02/2020,0 to 9,5,0
09/02/2020,10 to 19,11,0
09/02/2020,20 to 29,96,0.4
09/02/2020,30 to 39,335,1.3
09/02/2020,40 to 49,870,3.4
09/02/2020,50 to 59,2414,9.5
09/02/2020,60 to 69,4925,19.4
09/02/2020,70 to 79,6569,26
09/02/2020,80 to 89,6525,25.9
09/02/2020,90 and Over,3584,14.1
09/02/2020,Unknown,9,0
09/02/2020,Statewide Total,25343,100
09/01/2020,0 to 9,5,0
09/01/2020,10 to 19,11,0
09/01/2020,20 to 29,96,0.4
09/01/2020,30 to 39,335,1.3
09/01/2020,40 to 49,870,3.4
09/01/2020,50 to 59,2414,9.5
09/01/2020,60 to 69,4923,19.4
09/01/2020,70 to 79,6567,26
09/01/2020,80 to 89,6523,25.9
09/01/2020,90 and Over,3583,14.1
09/01/2020,Unknown,9,0
09/01/2020,Statewide Total,25336,100
08/31/2020,0 to 9,5,0
08/31/2020,10 to 19,11,0
08/31/2020,20 to 29,96,0.4
08/31/2020,30 to 39,335,1.3
08/31/2020,40 to 49,870,3.4
08/31/2020,50 to 59,2414,9.5
08/31/2020,60 to 69,4921,19.4
08/31/2020,70 to 79,6565,26
08/31/2020,80 to 89,6522,25.9
08/31/2020,90 and Over,3583,14.1
08/31/2020,Unknown,9,0
08/31/2020,Statewide Total,25331,100
08/30/2020,0 to 9,5,0
08/30/2020,10 to 19,11,0
08/30/2020,20 to 29,96,0.4
08/30/2020,30 to 39,335,1.3
08/30/2020,40 to 49,870,3.4
08/30/2020,50 to 59,2414,9.5
08/30/2020,60 to 69,4921,19.4
08/30/2020,70 to 79,6563,26
08/30/2020,80 to 89,6522,25.9
08/30/2020,90 and Over,3582,14.1
08/30/2020,Unknown,9,0
08/30/2020,Statewide Total,25328,100
08/29/2020,0 to 9,5,0
08/29/2020,10 to 19,11,0
08/29/2020,20 to 29,96,0.4
08/29/2020,30 to 39,335,1.3
08/29/2020,40 to 49,870,3.4
08/29/2020,50 to 59,2414,9.5
08/29/2020,60 to 69,4921,19.4
08/29/2020,70 to 79,6562,26
08/29/2020,80 to 89,6522,25.9
08/29/2020,90 and Over,3582,14.1
08/29/2020,Unknown,9,0
08/29/2020,Statewide Total,25327,100
08/28/2020,0 to 9,5,0
08/28/2020,10 to 19,11,0
08/28/2020,20 to 29,96,0.4
08/28/2020,30 to 39,335,1.3
08/28/2020,40 to 49,870,3.4
08/28/2020,50 to 59,2414,9.5
08/28/2020,60 to 69,4921,19.4
08/28/2020,70 to 79,6559,26
08/28/2020,80 to 89,6519,25.9
08/28/2020,90 and Over,3580,14.1
08/28/2020,Unknown,9,0
08/28/2020,Statewide Total,25319,100
08/27/2020,0 to 9,5,0
08/27/2020,10 to 19,11,0
08/27/2020,20 to 29,96,0.4
08/27/2020,30 to 39,335,1.3
08/27/2020,40 to 49,870,3.4
08/27/2020,50 to 59,2413,9.5
08/27/2020,60 to 69,4917,19.4
08/27/2020,70 to 79,6559,26
08/27/2020,80 to 89,6517,25.9
08/27/2020,90 and Over,3580,14.1
08/27/2020,Unknown,9,0
08/27/2020,Statewide Total,25312,100
08/26/2020,0 to 9,5,0
08/26/2020,10 to 19,11,0
08/26/2020,20 to 29,96,0.4
08/26/2020,30 to 39,335,1.3
08/26/2020,40 to 49,870,3.4
08/26/2020,50 to 59,2412,9.5
08/26/2020,60 to 69,4917,19.4
08/26/2020,70 to 79,6559,26
08/26/2020,80 to 89,6517,25.9
08/26/2020,90 and Over,3578,14.1
08/26/2020,Unknown,9,0
08/26/2020,Statewide Total,25309,100
08/25/2020,0 to 9,5,0
08/25/2020,10 to 19,11,0
08/25/2020,20 to 29,96,0.4
08/25/2020,30 to 39,335,1.3
08/25/2020,40 to 49,869,3.4
08/25/2020,50 to 59,2411,9.5
08/25/2020,60 to 69,4917,19.4
08/25/2020,70 to 79,6558,26
08/25/2020,80 to 89,6517,25.9
08/25/2020,90 and Over,3577,14.1
08/25/2020,Unknown,9,0
08/25/2020,Statewide Total,25305,100
08/24/2020,0 to 9,5,0
08/24/2020,10 to 19,11,0
08/24/2020,20 to 29,96,0.4
08/24/2020,30 to 39,335,1.3
08/24/2020,40 to 49,869,3.4
08/24/2020,50 to 59,2411,9.5
08/24/2020,60 to 69,4915,19.4
08/24/2020,70 to 79,6556,26
08/24/2020,80 to 89,6515,25.9
08/24/2020,90 and Over,3575,14.1
08/24/2020,Unknown,9,0
08/24/2020,Statewide Total,25297,100
08/23/2020,0 to 9,5,0
08/23/2020,10 to 19,11,0
08/23/2020,20 to 29,96,0.4
08/23/2020,30 to 39,335,1.3
08/23/2020,40 to 49,869,3.4
08/23/2020,50 to 59,2410,9.5
08/23/2020,60 to 69,4915,19.4
08/23/2020,70 to 79,6556,26
08/23/2020,80 to 89,6514,25.9
08/23/2020,90 and Over,3575,14.1
08/23/2020,Unknown,9,0
08/23/2020,Statewide Total,25295,100
08/22/2020,0 to 9,5,0
08/22/2020,10 to 19,11,0
08/22/2020,20 to 29,96,0.4
08/22/2020,30 to 39,335,1.3
08/22/2020,40 to 49,869,3.4
08/22/2020,50 to 59,2410,9.5
08/22/2020,60 to 69,4914,19.4
08/22/2020,70 to 79,6552,26
08/22/2020,80 to 89,6513,25.9
08/22/2020,90 and Over,3574,14.1
08/22/2020,Unknown,9,0
08/22/2020,Statewide Total,25288,100
08/21/2020,0 to 9,5,0
08/21/2020,10 to 19,11,0
08/21/2020,20 to 29,96,0.4
08/21/2020,30 to 39,335,1.3
08/21/2020,40 to 49,869,3.4
08/21/2020,50 to 59,2409,9.5
08/21/2020,60 to 69,4912,19.4
08/21/2020,70 to 79,6551,26
08/21/2020,80 to 89,6512,25.9
08/21/2020,90 and Over,3573,14.1
08/21/2020,Unknown,9,0
08/21/2020,Statewide Total,25282,100
08/20/2020,0 to 9,5,0
08/20/2020,10 to 19,11,0
08/20/2020,20 to 29,96,0.4
08/20/2020,30 to 39,335,1.3
08/20/2020,40 to 49,869,3.4
08/20/2020,50 to 59,2409,9.5
08/20/2020,60 to 69,4912,19.4
08/20/2020,70 to 79,6549,26
08/20/2020,80 to 89,6511,25.9
08/20/2020,90 and Over,3572,14.1
08/20/2020,Unknown,9,0
08/20/2020,Statewide Total,25278,100
08/19/2020,0 to 9,5,0
08/19/2020,10 to 19,11,0
08/19/2020,20 to 29,96,0.4
08/19/2020,30 to 39,335,1.3
08/19/2020,40 to 49,868,3.4
08/19/2020,50 to 59,2409,9.5
08/19/2020,60 to 69,4912,19.4
